python a2c_play.py --checkpoint=/home/shreyas/EECS545/wordle-rl/wordle-solver/deep_rl/lightning_logs/version_21/checkpoints/epoch=0-step=449999.ckpt --mode=evaluate
Loading from checkpoint /home/shreyas/EECS545/wordle-rl/wordle-solver/deep_rl/lightning_logs/version_21/checkpoints/epoch=0-step=449999.ckpt ...
Got env with 1000 words!
Evaluation mode
Lost! SPEND [('CRATE', 0), ('SEEDY', 0), ('SWEEP', 0), ('SKILL', 0), ('SHOWN', 0), ('SLUMP', -10)]
Lost! HOMER [('CRATE', 0), ('SOWER', 0), ('ROVER', 0), ('FOYER', 0), ('JOKER', 0), ('GONER', -10)]
Lost! CANNY [('CRATE', 0), ('CABIN', 0), ('CAULK', 0), ('CACAO', 0), ('CACAO', 0), ('CACAO', -10)]
Lost! FETUS [('CRATE', 0), ('SLEET', 0), ('SEEDY', 0), ('BESET', 0), ('BESET', 0), ('BESET', -10)]
Lost! ALBUM [('CRATE', 0), ('SALAD', 0), ('ALLOW', 0), ('MANIA', 0), ('FAULT', 0), ('MUMMY', -10)]
Lost! ATONE [('CRATE', 0), ('APPLE', 0), ('SAUTE', 0), ('ADOBE', 0), ('AWOKE', 0), ('AWOKE', -10)]
Lost! APRON [('CRATE', 0), ('MARRY', 0), ('SWEAR', 0), ('BORAX', 0), ('FLAIR', 0), ('ROUND', -10)]
Lost! LOSER [('CRATE', 0), ('SOWER', 0), ('ROVER', 0), ('FOYER', 0), ('JOKER', 0), ('GONER', -10)]
Lost! INPUT [('CRATE', 0), ('STINK', 0), ('MOUNT', 0), ('FLINT', 0), ('DIGIT', 0), ('UNFIT', -10)]
Lost! AWFUL [('CRATE', 0), ('SALAD', 0), ('ALLOW', 0), ('MANIA', 0), ('AMPLY', 0), ('FLUFF', -10)]
Lost! FIELD [('CRATE', 0), ('SEEDY', 0), ('BLEED', 0), ('YIELD', 0), ('GLEAN', 0), ('GLEAN', -10)]
Lost! NIGHT [('CRATE', 0), ('STINK', 0), ('MOUNT', 0), ('PILOT', 0), ('VISIT', 0), ('QUIET', -10)]
Lost! APHID [('CRATE', 0), ('SALAD', 0), ('FLOOR', 0), ('FUNGI', 0), ('DADDY', 0), ('VIGIL', -10)]
Lost! ONSET [('CRATE', 0), ('SLEET', 0), ('UPSET', 0), ('SWEET', 0), ('BESET', 0), ('QUIET', -10)]
Lost! INTER [('CRATE', 0), ('SWEET', 0), ('BERTH', 0), ('TIGER', 0), ('FIBRE', 0), ('FIBRE', -10)]
Lost! ALPHA [('CRATE', 0), ('SALAD', 0), ('ALLOW', 0), ('MANIA', 0), ('ALOFT', 0), ('ALOFT', -10)]
Lost! DOUBT [('CRATE', 0), ('STINK', 0), ('MOULT', 0), ('EVICT', 0), ('QUIET', 0), ('EVICT', -10)]
Lost! MARSH [('CRATE', 0), ('MARRY', 0), ('KARMA', 0), ('CARGO', 0), ('CARGO', 0), ('CARGO', -10)]
Lost! GROVE [('CRATE', 0), ('ARISE', 0), ('ERODE', 0), ('ERODE', 0), ('ERODE', 0), ('ERODE', -10)]
Lost! ALOUD [('CRATE', 0), ('SALAD', 0), ('KNOLL', 0), ('FLOOD', 0), ('PLUSH', 0), ('BLOWN', -10)]
Lost! GLYPH [('CRATE', 0), ('SWIRL', 0), ('FOUND', 0), ('GULLY', 0), ('FUNNY', 0), ('FUNNY', -10)]
Lost! AGING [('CRATE', 0), ('SALAD', 0), ('FANNY', 0), ('ONION', 0), ('USING', 0), ('VIGIL', -10)]
Lost! OPIUM [('CRATE', 0), ('SWIRL', 0), ('HORNY', 0), ('TWINE', 0), ('TWINE', 0), ('TWINE', -10)]
Lost! AVERT [('CRATE', 0), ('TAPER', 0), ('TAPER', 0), ('TAPER', 0), ('TAPER', 0), ('TAPER', -10)]
Lost! GENRE [('CRATE', 0), ('SERVE', 0), ('BRIBE', 0), ('ERODE', 0), ('TRUCE', 0), ('GRIPE', -10)]
Lost! MOCHA [('CRATE', 0), ('FOCAL', 0), ('WRECK', 0), ('BASIC', 0), ('ROUND', 0), ('WATCH', -10)]
Lost! EQUIP [('CRATE', 0), ('SEEDY', 0), ('GOLEM', 0), ('LINEN', 0), ('QUIET', 0), ('QUIET', -10)]
Lost! FILMY [('CRATE', 0), ('SWIRL', 0), ('HORNY', 0), ('JIFFY', 0), ('JIFFY', 0), ('JIFFY', -10)]
Lost! HANDY [('CRATE', 0), ('SALAD', 0), ('MAXIM', 0), ('WAGON', 0), ('FANNY', 0), ('DANDY', -10)]
Lost! NINJA [('CRATE', 0), ('SALAD', 0), ('FANNY', 0), ('CABIN', 0), ('RAZOR', 0), ('GAMMA', -10)]
Lost! PRONE [('CRATE', 0), ('ARISE', 0), ('ERODE', 0), ('ERODE', 0), ('ERODE', 0), ('ERODE', -10)]
Lost! DOWEL [('CRATE', 0), ('SEEDY', 0), ('GOLEM', 0), ('MODEL', 0), ('VOWEL', 0), ('BOWEL', -10)]
Lost! EMBED [('CRATE', 0), ('SEEDY', 0), ('GOLEM', 0), ('LINEN', 0), ('UNFED', 0), ('QUEEN', -10)]
Lost! LYMPH [('CRATE', 0), ('SWIRL', 0), ('FOUND', 0), ('GULLY', 0), ('FUNNY', 0), ('FUNNY', -10)]
Lost! VENOM [('CRATE', 0), ('SEEDY', 0), ('HELIX', 0), ('WOVEN', 0), ('BEECH', 0), ('PERCH', -10)]
Lost! APING [('CRATE', 0), ('SALAD', 0), ('FANNY', 0), ('ONION', 0), ('USING', 0), ('VIGIL', -10)]
Lost! LUCKY [('CRATE', 0), ('SLICK', 0), ('FOUND', 0), ('MULCH', 0), ('WENCH', 0), ('MULCH', -10)]
Lost! LOBBY [('CRATE', 0), ('SWIRL', 0), ('FOUND', 0), ('FOLLY', 0), ('LOOPY', 0), ('TODAY', -10)]
Lost! INDEX [('CRATE', 0), ('SEEDY', 0), ('GOLEM', 0), ('LINEN', 0), ('UNFED', 0), ('VIXEN', -10)]
Lost! CADDY [('CRATE', 0), ('CABIN', 0), ('CAULK', 0), ('CACAO', 0), ('MACAW', 0), ('REHAB', -10)]
Lost! SCUBA [('CRATE', 0), ('FOCAL', 0), ('MACAW', 0), ('ZESTY', 0), ('FUNGI', 0), ('BLUSH', -10)]
Lost! CLIFF [('CRATE', 0), ('CORNY', 0), ('CLICK', 0), ('CHILL', 0), ('SKIMP', 0), ('SCION', -10)]
Lost! CANDY [('CRATE', 0), ('CABIN', 0), ('CAULK', 0), ('CACAO', 0), ('CACAO', 0), ('CACAO', -10)]
Lost! BRAVO [('CRATE', 0), ('TRAWL', 0), ('BRASS', 0), ('TRAIN', 0), ('BRAWN', 0), ('BRAWN', -10)]
Lost! TITLE [('CRATE', 0), ('SPIKE', 0), ('THEME', 0), ('YOUTH', 0), ('TILDE', 0), ('GIVEN', -10)]
Lost! ENNUI [('CRATE', 0), ('SEEDY', 0), ('GOLEM', 0), ('LINEN', 0), ('QUIET', 0), ('QUIET', -10)]
Lost! CUTIE [('CRATE', 0), ('CHOSE', 0), ('CHUTE', 0), ('CHUTE', 0), ('CHUTE', 0), ('CHUTE', -10)]
Lost! ZEBRA [('CRATE', 0), ('TAPER', 0), ('SWEAR', 0), ('RELAX', 0), ('RETCH', 0), ('RETCH', -10)]
Lost! MATEY [('CRATE', 0), ('SLEET', 0), ('DELTA', 0), ('OFTEN', 0), ('EATEN', 0), ('EATEN', -10)]
Lost! BLUER [('CRATE', 0), ('SOWER', 0), ('RIVER', 0), ('ELDER', 0), ('FLYER', 0), ('ULCER', -10)]
Lost! BEGUN [('CRATE', 0), ('SEEDY', 0), ('HELIX', 0), ('WOVEN', 0), ('TENET', 0), ('TENET', -10)]
Lost! DWELT [('CRATE', 0), ('SLEET', 0), ('INEPT', 0), ('THEME', 0), ('THEME', 0), ('THEME', -10)]
Lost! GLOBE [('CRATE', 0), ('SPIKE', 0), ('BOULE', 0), ('BLOKE', 0), ('GLOVE', 0), ('GNOME', -10)]
Lost! EVENT [('CRATE', 0), ('SLEET', 0), ('INEPT', 0), ('THEME', 0), ('THEME', 0), ('THEME', -10)]
Lost! POSER [('CRATE', 0), ('SOWER', 0), ('ROVER', 0), ('FOYER', 0), ('JOKER', 0), ('GONER', -10)]
Lost! SEIZE [('CRATE', 0), ('SPIKE', 0), ('SMILE', 0), ('SWINE', 0), ('SWINE', 0), ('SWINE', -10)]
Lost! LAUGH [('CRATE', 0), ('SALAD', 0), ('MAXIM', 0), ('GAYLY', 0), ('VALOR', 0), ('PAGAN', -10)]
Lost! OUTER [('CRATE', 0), ('SWEET', 0), ('BERTH', 0), ('TIGER', 0), ('FLOUT', 0), ('ENTER', -10)]
Lost! DEMUR [('CRATE', 0), ('SOWER', 0), ('REBAR', 0), ('RETCH', 0), ('RETCH', 0), ('RETCH', -10)]
Lost! CAVIL [('CRATE', 0), ('CABIN', 0), ('CACAO', 0), ('CACAO', 0), ('CACAO', 0), ('CACAO', -10)]
Lost! UNTIL [('CRATE', 0), ('STINK', 0), ('MOUNT', 0), ('TULIP', 0), ('FUNGI', 0), ('ALLOW', -10)]
Evaluation complete, won 0.918% and took 3.8594771241830066 guesses per win, 4.035 including losses.
